key,rmse
1.0,4408.276300974582
2.0,1605.3295004163974
3.0,5946.064309810429
4.0,2321.93572396704
5.0,1876.4513405033244
6.0,1353.6019837589722
7.0,1396.8494606598592
8.0,1475.1098504078257
9.0,2324.698286888328
10.0,3277.494349983828
11.0,2881.723034552059
12.0,3146.707880246987
