key,rmse
1.0,4859.941324675846
2.0,3178.0968450936366
3.0,3553.6595152419923
4.0,6981.959947055522
5.0,2776.9664470212297
6.0,3006.375189794853
7.0,2964.3939931520404
8.0,2455.501473652329
9.0,2228.2546563545006
10.0,7477.209710424121
11.0,2249.3764533669996
12.0,3305.0461808612804
