key,rmse
1,4.345778636643371
2,6.173773704592067
3,7.724400255594831
4,8.723993896379529
5,7.717790655889491
6,
7,7.097389404424297
8,7.403194224915133
9,7.42397424033121
10,6.817674308289036
11,5.067966710184099
12,4.471466369137308
