key,rmse
1,4364.433214075547
2,2266.9707636298144
3,3659.9659594464865
4,2437.946708515767
5,1801.7292047762146
6,2060.436777126733
7,1774.4942466481693
8,1531.3825630178806
9,2261.1798836768885
10,2838.5821406813193
11,3600.5381588817318
12,3248.2531012418917
