target,mae_base,mae_model,rmse_base,rmse_model,nmae_base,nmae_model,mae_improv_%,rmse_improv_%
wind,30293.711922811854,1506.992531079689,40046.60560438343,2794.12321020789,0.41403866333810024,0.02058538762301663,95.02539492380632,93.02282136515949
solar_pv,23.32865580930987,3.491667303994838,49.18701293972815,6.774938838964912,0.26897235580301493,0.04018829690526302,85.03271113202587,86.226163301954
demand,673.0920772611612,80.41242604875444,1002.3686169175111,161.80184395179535,0.1786461336146646,0.021342774530212213,88.05327996491121,83.85804970137939
